Sno,Test Name,Ques Type,Question,Option,Subject Name,Topic Name,Sub-Topic Name,Grade Level,Course Name,Country Name,Class(Grade)
199,Alfa Maths Pre Test Grade 3,Multiple Choice,"Select the correct option for right conversion of given measurements:
1 metre = ________&nbsp;centimetres
10 metre =&nbsp;________&nbsp;centimetres
500 centimetres = ________&nbsp;metres
200 centimetres = ________&nbsp;metres","Op1:I don&#39;t know Op2:1 metre = 100 centimetres
10 metre =&nbsp;1000 centimetres
500 centimetres = 50 metres
200 centimetres = 20 metres Op3:1 metre = 100 centimetres
10 metre =&nbsp;1000 centimetres
500 centimetres = 5&nbsp;metres
200 centimetres = 2&nbsp;metres Op4:1 metre = 10&nbsp;centimetres
10 metre =&nbsp;100&nbsp;centimetres
500 centimetres = 5&nbsp;metres
200 centimetres = 2&nbsp;metres ",Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
201,Alfa Maths Pre Test Grade 3,Multiple Choice,"Select the correct option for right conversion of given measurements:
2.5 km = ____ m
3.5 m = ___ m ___ cm
3.05 m = ___m ___ cm
240 cm = ____ m","Op1:I don&#39;t Know Op2:2.5 km = 2500 m
3.5 m = 3 m 50 cm
3.05 m = 3 m 5 cm
240 cm = 2.4 m Op3:2.5 km = 2500 m
3.5 m = 3 m 50 cm
3.05 m = 3 m 5 cm
240 cm = 24 m Op4:2.5 km = 250&nbsp;m
3.5 m = 3 m 50 cm
3.05 m = 3 m 5 cm
240 cm = 2.4 m ",Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
203,Alfa Maths Pre Test Grade 3,Multiple Choice,How Heavy?,Op1:I don't know Op2:6 Op3:1 Op4:2 ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
205,Alfa Maths Pre Test Grade 3,Multiple Choice,How Heavy?,Op1:I don't know Op2:600 Op3:400 Op4:700 ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
207,Alfa Maths Pre Test Grade 3,Multiple Choice,"Select the correct option for right conversion of given measurements:
1.5 kg = ____ g
2.05 kg = ____ g
2350 g = _____ kg
3040 g = __ kg ___ g","Op1:I don&#39;t know Op2:1.5 kg = 150&nbsp;g
2.05 kg = 205&nbsp;g
2350 g = 2.350 kg
3040 g = 3 kg 40 g Op3:1.5 kg = 1500 g
2.05 kg = 205&nbsp;g
2350 g = 23.50 kg
3040 g = 3 kg 40 g Op4:1.5 kg = 1500 g
2.05 kg = 2050 g
2350 g = 2.350 kg
3040 g = 3 kg 40 g ",Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
209,Alfa Maths Pre Test Grade 3,Multiple Choice,Select from the given object which hold more.,Op1:I don't know Op2:A Op3:B ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
211,Alfa Maths Pre Test Grade 3,Multiple Choice,​​​​​​​Fill in the blank for given picture.,Op1:I don't know Op2:100 Op3:500 Op4:1000 ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
213,Alfa Maths Pre Test Grade 3,Multiple Choice,"Select the correct option for right conversion of given measurements:
6.5 l = ____ ml
4.05 l = ____ ml
5230 ml = ____ l
4060 ml = __ l ___ ml","Op1:I don&#39;t know Op2:6.5 l = 650&nbsp;ml
4.05 l = 405&nbsp;ml
5230 ml = 5.230 l
4060 ml = 4 l 60 ml Op3:6.5 l = 6500 ml
4.05 l = 4050 ml
5230 ml = 5.230 l
4060 ml = 4 l 60 ml Op4:6.5 l = 6500 ml
4.05 l = 4050 ml
5230 ml = 52.30 l
4060 ml = 4 l 6&nbsp;ml ",Mathematics,Measurement,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
215,Alfa Maths Pre Test Grade 3,Multiple Choice,Find the perimeter of the given square. ,Op1:I don't know Op2:12 cm Op3:12 m Op4:9 cm ,Mathematics,Perimeter & Area,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
217,Alfa Maths Pre Test Grade 3,Multiple Choice,Find the perimeter of the given rectangle. ,Op1:I don't know Op2:7 cm Op3:20 cm Op4:20 m ,Mathematics,Perimeter & Area,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
219,Alfa Maths Pre Test Grade 3,Multiple Choice,A square table is 2 m long. Find its area.,Op1:I don&#39;t know Op2:4 cm Op3:4 m&sup2; Op4:2 m&sup2; ,Mathematics,Perimetre and Area,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
221,Alfa Maths Pre Test Grade 3,Multiple Choice,Ali has a rectangular garden in his house which is 50 m long and 30 m wide. Calculate its area.,Op1:I don&#39;t know Op2:1500&nbsp;m&sup2; Op3:80 m&sup2; Op4:1500 m ,Mathematics,Perimetre and Area,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
223,Alfa Maths Pre Test Grade 3,Multiple Choice,Order the pictures,"Op1:I don't know Op2:5, 1, 4, 3, 2 Op3:3, 1, 4, 5, 2 Op4:3, 5, 2, 1, 4 ",Mathematics,Time,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
225,Alfa Maths Pre Test Grade 3,Multiple Choice,"Select the correct option for right conversion of given times:
1 week = ____ days
1 day = ____ hours
1 hours = ____ minutes
1 minutes = ____ seconds","Op1:I don&#39;t know Op2:1 week = 7 days
1 day = 24 hours
1 hours = 60 minutes
1 minutes = 60 seconds Op3:1 week = 7 hours
1 day = 24 days
1 hours = 60 minutes
1 minutes = 60 seconds Op4:1 week = 7 days
1 day = 24 hours
1 hours = 60 seconds
1 minutes = 60 minutes ",Mathematics,Time,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
227,Alfa Maths Pre Test Grade 3,Multiple Choice,Tell the time,Op1:I don't know Op2:2 hours 45 minutes Op3:3 hours 15 minutes Op4:2 hours 15 minutes ,Mathematics,Time,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
229,Alfa Maths Pre Test Grade 3,Multiple Choice,Select the correct shape for given picture,Op1:I don't know Op2:Cone Op3:Cube Op4:Sphere ,Mathematics,3D Shapes,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
231,Alfa Maths Pre Test Grade 3,Multiple Choice,"Drag the words into the correct boxes
A cube/cuboid has ___ Plane Surfaces
A cube/cuboid has ___ Curved Surfaces
A cube/cuboid has ___ Vertices
A cube/cuboid has ___ Edges","Op1:I don&#39;t know Op2:A cube/cuboid has&nbsp; 6&nbsp;&nbsp;Plane Surfaces
A cube/cuboid has&nbsp; 0&nbsp;&nbsp;Curved Surfaces
A cube/cuboid has&nbsp;&nbsp;8&nbsp;&nbsp;Vertices
A cube/cuboid has&nbsp; 12&nbsp;&nbsp;Edges Op3:A cube/cuboid has&nbsp; 6&nbsp;&nbsp;Plane Surfaces
A cube/cuboid has&nbsp; 2&nbsp;&nbsp;Curved Surfaces
A cube/cuboid has&nbsp;&nbsp;8&nbsp;&nbsp;Vertices
A cube/cuboid has&nbsp; 10&nbsp;&nbsp;Edges Op4:A cube/cuboid has&nbsp; 6&nbsp;&nbsp;Plane Surfaces
A cube/cuboid has&nbsp; 0&nbsp;&nbsp;Curved Surfaces
A cube/cuboid has&nbsp;&nbsp;12&nbsp;&nbsp;Vertices
A cube/cuboid has&nbsp; 8&nbsp;&nbsp;Edges ",Mathematics,3D Shapes,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
233,Alfa Maths Pre Test Grade 3,Multiple Choice,Select the correct name of 3D shape given in picture,Op1:I don't know Op2:Prism Op3:Hemisphere Op4:Pyramid ,Mathematics,3D Shapes,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
235,Alfa Maths Pre Test Grade 3,Multiple Choice,Select the correct name of 2D shape given in picture.,Op1:I don't know Op2:Square Op3:Circle Op4:Triangle ,Mathematics,2 D Shapes,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
237,Alfa Maths Pre Test Grade 3,Multiple Choice,Select the correct name of 2D shape given in picture.,Op1:I don't know Op2:Rectangle Op3:Pentagon Op4:Hexagon ,Mathematics,2 D Shapes,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
239,Alfa Maths Pre Test Grade 3,Multiple Choice,Select the correct name of 2D shape given in picture.,Op1:I don't know Op2:Semi Circle Op3:Octagon Op4:Heptagon ,Mathematics,2 D Shapes,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
241,Alfa Maths Pre Test Grade 3,Multiple Choice,Select the correct path for honey bee.,"Op1:I don&#39;t know Op2:The honey bee flies
(i)&nbsp; &nbsp;2 blocks down
(ii)&nbsp; 3 block left
(iii)&nbsp;1 blocks up Op3:The honey bee flies
(i)&nbsp; &nbsp;3 blocks down
(ii)&nbsp; 3&nbsp;block left
(iii)&nbsp;2 blocks up Op4:The honey bee flies
(i)&nbsp; &nbsp;3&nbsp;blocks down
(ii)&nbsp; 2 block left
(iii) 1&nbsp;blocks up ",Mathematics,Positions & Directions,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
243,Alfa Maths Pre Test Grade 3,Multiple Choice,"
The butterfly Tina flies from flower to flower. It flew
(a) 2 blocks right
(b) 1 block up
(c) 3 blocks left Where did it reach?
      
",Op1:I don&#39;t know Op2:The butterfly Tina reached at flower number 13 Op3:The butterfly Tina reached at flower number 5 Op4:The butterfly Tina reached at flower number 2 ,Mathematics,Positions & Directions,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
245,Alfa Maths Pre Test Grade 3,Multiple Choice,"There are some shops at different locations in a market. Study the graphs and answer.
Where are the cherries being sold?",Op1:I don&#39;t know Op2:B2 Op3:C4 Op4:D1 ,Mathematics,Positions & Directions,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
247,Alfa Maths Pre Test Grade 3,Multiple Choice,"Choose the correct option.
There are _________ rays in an angle.",Op1:I don&#39;t know Op2:1 Op3:2 Op4:4 ,Mathematics,Angles,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
249,Alfa Maths Pre Test Grade 3,Multiple Choice,"Choose the correct option.
An angle has _________ vertex.",Op1:I don&#39;t know Op2:1 Op3:4 Op4:2 ,Mathematics,Angles,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
251,Alfa Maths Pre Test Grade 3,Multiple Choice,Compare the given angle with right angle.,Op1:I don't know Op2:equal to right angle Op3:more than right angle Op4:equal to 2 right angle ,Mathematics,Angles,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
253,Alfa Maths Pre Test Grade 3,Multiple Choice,"Some children were asked about their favourite ice cream flavours. Look at the graph and answer the question.
Which ice cream is liked the most?",Op1:I don&#39;t know Op2:Vanilla Flavour Op3:Strawberry Flavour Op4:Chocolate Flavour ,Mathematics,Handling Data,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
255,Alfa Maths Pre Test Grade 3,Multiple Choice,"Some children were asked about their favourite ice cream flavours. Look at the graph and answer the question.
How many children were asked altogether?
&nbsp;",Op1:I don&#39;t know Op2:10 Op3:5 Op4:4 ,Mathematics,Handling Data,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
257,Alfa Maths Pre Test Grade 3,Multiple Choice,Use tally marks to find the number of each type of flower.,"Op1:I don&#39;t know Op2:Pink Flowers&nbsp; &nbsp; &nbsp; &nbsp;8
Blue Flowers &nbsp; &nbsp; &nbsp; 2
Yellow Flowers&nbsp; &nbsp;7
Red Flowers &nbsp; &nbsp; &nbsp; &nbsp;5 Op3:Pink Flowers &nbsp; &nbsp; &nbsp; 8
Blue Flowers &nbsp; &nbsp; &nbsp; 5
Yellow Flowers &nbsp; 7
Red Flowers &nbsp; &nbsp; &nbsp; &nbsp;2 Op4:Pink Flowers &nbsp; &nbsp; &nbsp; 2
Blue Flowers &nbsp; &nbsp; &nbsp; 7
Yellow Flowers&nbsp; &nbsp;5
Red Flowers &nbsp; &nbsp; &nbsp; &nbsp;8 ",Mathematics,Handling Data,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
259,Alfa Maths Pre Test Grade 3,Multiple Choice,Observe the pattern and tell the next.,Op1:I don't know Op2:2 balloon Op3:3 balloon Op4:4 balloon ,Mathematics,Sequences,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
261,Alfa Maths Pre Test Grade 3,Multiple Choice,Observe the pattern and tell the next.,Op1:I don't know Op2:Triangle Op3:Square Op4:None of these ,Mathematics,Sequences,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
263,Alfa Maths Pre Test Grade 3,Multiple Choice,Observe the pattern and tell the next.,Op1:I don't know Op2:Blue Op3:Orange Op4:Green ,Mathematics,Sequences,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
265,Alfa Maths Pre Test Grade 3,Multiple Choice,Solve the puzzles,Op1:I don't know Op2:7 Op3:3 Op4:5 ,Mathematics,Puzzles and Problems,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
267,Alfa Maths Pre Test Grade 3,Multiple Choice,Solve the puzzles,Op1:I don't know Op2:8 Op3:21 Op4:3 ,Mathematics,Puzzles and Problems,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
269,Alfa Maths Pre Test Grade 3,Multiple Choice,Solve the puzzles,Op1:I don't know Op2:51 Op3:41 Op4:8 ,Mathematics,Puzzles and Problems,,,Alfa Maths Pre Test Grade 3 (Maldives),Maldives,Grade3
271,Alfa Maths Pre Test Grade 2,Drag the Words,"Arrange the numbers in order
5 ##1##
7 ##2##
3 ##3##
2 ##4##
9 ##5##
6 ##6##
10 ##7##
8 ##8##
1 ##9##
4 ##10##",Op1:10 Op2:3 Op3:4 Op4:6 Op5:5 Op6:9 Op7:1 Op8:8 Op9:7 Op10:2 ,Mathematics,Number Systems,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
273,Alfa Maths Pre Test Grade 2,Multiple Choice,How many boxes are there?,Op1:17 Op2:10 Op3:7 Op4:18 ,Mathematics,Number Systems,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
275,Alfa Maths Pre Test Grade 2,Multiple Choice,Write the One Hundren Thirty Five in numbers.,Op1:135 Op2:10035 Op3:125 Op4:35 ,Mathematics,Number Systems,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
277,Alfa Maths Pre Test Grade 2,Multiple Choice,Write the Expanded Notation for 475,Op1:400 + 60 + 5 Op2:400 + 70 + 8 Op3:400 + 70 + 5 Op4:4000 + 70 + 5 ,Mathematics,Number Systems,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
279,Alfa Maths Pre Test Grade 2,Multiple Choice,"Find the value of missing term(s) in following addition sentence.

3 + ? = 8",Op1:4 Op2:11 Op3:24 Op4:5 ,Mathematics,Addition,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
281,Alfa Maths Pre Test Grade 2,Multiple Choice,"Find the value of missing term(s) in following addition sentence.

35 + ? = 48",Op1:13 Op2:83 Op3:5 Op4:15 ,Mathematics,Addition,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
283,Alfa Maths Pre Test Grade 2,Multiple Choice,"Find the value of missing term(s) in following subtraction sentence.

7 - ? = 5",Op1:2 Op2:12 Op3:35 Op4:4 ,Mathematics,Subtraction,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
285,Alfa Maths Pre Test Grade 2,Multiple Choice,"Find the Value of missing term(s) in following subtraction sentence.

? - 25 = 40",Op1:75 Op2:65 Op3:15 Op4:1000 ,Mathematics,Subtraction,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
287,Alfa Maths Pre Test Grade 2,Multiple Choice,"Finding the missing term(s) in the given multiplication sentence.

25 x 5 = ?",Op1:30 Op2:20 Op3:125 Op4:75 ,Mathematics,Multiplication,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
289,Alfa Maths Pre Test Grade 2,Multiple Choice,"Finding the missing term(s) in division sentence.

54 divided by 6 = ?",Op1:9 Op2:60 Op3:48 Op4:8 ,Mathematics,Division,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
291,Alfa Maths Pre Test Grade 2,Multiple Choice,Saba Has Rf 20 and she buys 6 eggs for Rf 18. How much money left with her?,Op1:2 Op2:14 Op3:6 Op4:38 ,Mathematics,Money,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
293,Alfa Maths Pre Test Grade 2,Multiple Choice,"Jafar Has 3 Rf 10 note, 4 Rf 5 note and 5 Rf 1 coins. How much money he has?",Op1:16 Op2:55 Op3:45 Op4:23 ,Mathematics,Money,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
295,Alfa Maths Pre Test Grade 2,Multiple Choice,Wrire the fraction for shaded part.,Op1:1/2 Op2:1/4 Op3:3/4 Op4:1/3 ,Mathematics,Fractions,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
297,Alfa Maths Pre Test Grade 2,Drag the Images,Match the fraction for shaded part with correct box,Op1:1/2 Op2:3/4 Op3:2/3 Op4:1/3 ,Mathematics,Fractions,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
299,Alfa Maths Pre Test Grade 2,Drag the Images,Match the given pictures with correct box.,Op1:Long Op2:Short ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
301,Alfa Maths Pre Test Grade 2,Drag the Words,"Drag the words into the correct boxes

1 metre         = ##100 centimetres##
10 metre        = ##1000 centimetres##
500 centimetres = ##5 metre##
200 centimetres = ##2 metre##",Op1:5 metre Op2:1000 centimetres Op3:100 centimetres Op4:2 metre ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
303,Alfa Maths Pre Test Grade 2,Multiple Choice,How Heavy?,Op1:6 Op2:5 Op3:1 Op4:2 ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
305,Alfa Maths Pre Test Grade 2,Multiple Choice,How Heavy?,Op1:500 Op2:600 Op3:400 Op4:700 ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
307,Alfa Maths Pre Test Grade 2,Drag the Images,Match the pictures with correct box.,Op1:More Op2:Less ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
309,Alfa Maths Pre Test Grade 2,Multiple Choice,​​​​​​​Fill in the blank for given picture.,Op1:500 Op2:100 Op3:2 Op4:1000 ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
311,Alfa Maths Pre Test Grade 2,Multiple Choice,Order the pictures,"Op1:1, 2, 3, 4, 5 Op2:5, 1, 4, 3, 2 Op3:3, 1, 4, 5, 2 Op4:3, 5, 2, 1, 4 ",Mathematics,Time,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
313,Alfa Maths Pre Test Grade 2,Drag the Words,"Drag the words into the correct boxes
1 week    =   ##7 days##
1 day     =   ##24 hours##
1 hours   =   ##60 minutes##
1 minutes =   ##60 seconds##",Op1:24 hours Op2:7 days Op3:60 minutes Op4:60 seconds ,Mathematics,Time,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
315,Alfa Maths Pre Test Grade 2,Drag the Images,Match the pictures with correct box,Op1:Cube Op2:Sphere Op3:Cone Op4:Cylinder ,Mathematics,3D Shapes,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
317,Alfa Maths Pre Test Grade 2,Drag the Words,"Drag the words into the correct boxes
A cube/cuboid has ##6## Plane Surfaces
A cube/cuboid has ##0## Curved Surfaces
A cube/cuboid has ##8## Vertices
A cube/cuboid has ##12## Edges",Op1:8 Op2:6 Op3:0 Op4:12 ,Mathematics,3D Shapes,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
319,Alfa Maths Pre Test Grade 2,Drag the Images,Match 2D shapes with their Name labels,Op1:Circle Op2:Square Op3:Triangle ,Mathematics,2 D Shapes,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
321,Alfa Maths Pre Test Grade 2,Drag the Images,Match 2 D shapes with their Name labels,Op1:Rectangle Op2:Pentagon Op3:Hexagon ,Mathematics,2 D Shapes,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
323,Alfa Maths Pre Test Grade 2,Multiple Choice,Select the correct path for honey bee.,"Op1:The honey bee flies
(i)&nbsp; &nbsp;3 blocks down
(ii)&nbsp; 2 block left
(iii) 1&nbsp;blocks up Op2:The honey bee flies
(i)&nbsp; &nbsp;2 blocks down
(ii)&nbsp; 3 block left
(iii)&nbsp;1 blocks up Op3:The honey bee flies
(i)&nbsp; &nbsp;3 blocks down
(ii)&nbsp; 3&nbsp;block left
(iii)&nbsp;2 blocks up Op4:The honey bee flies
(i)&nbsp; &nbsp;2 blocks down
(ii)&nbsp; 2 block left
(iii)&nbsp;2 blocks up ",Mathematics,Positions & Directions,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
325,Alfa Maths Pre Test Grade 2,Multiple Choice,"
The butterfly Tina flies from flower to flower. It flew
(a) 2 blocks right
(b) 1 block up
(c) 3 blocks left Where did it reach?
      
",Op1:The butterfly Tina reached at flower number 1 Op2:The butterfly Tina reached at flower number 13 Op3:The butterfly Tina reached at flower number 5 Op4:The butterfly Tina reached at flower number 2 ,Mathematics,Positions & Directions,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
327,Alfa Maths Pre Test Grade 2,Multiple Choice,"Choose the correct option.
There are _________ rays in an angle.",Op1:2 Op2:1 Op3:3 Op4:4 ,Mathematics,Angles,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
329,Alfa Maths Pre Test Grade 2,Multiple Choice,"Choose the correct option.
An angle has _________ vertex.",Op1:3 Op2:1 Op3:4 Op4:2 ,Mathematics,Angles,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
331,Alfa Maths Pre Test Grade 2,Multiple Choice,"Some children were asked about their favourite ice cream flavours. Look at the graph and answer the question.
Which ice cream is liked the most?",Op1:Mango Flavour Op2:Vanilla Flavour Op3:Strawberry Flavour Op4:Chocolate Flavour ,Mathematics,Handling Data,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
333,Alfa Maths Pre Test Grade 2,Multiple Choice,Use tally marks to find the number of each type of flower.,"Op1:Pink Flowers &nbsp; &nbsp; &nbsp; 8
Blue Flowers &nbsp; &nbsp; &nbsp; 2
Yellow Flowers&nbsp; &nbsp;7
Red Flowers &nbsp; &nbsp; &nbsp; &nbsp;5 Op2:Pink Flowers &nbsp; &nbsp; &nbsp; 7
Blue Flowers &nbsp; &nbsp; &nbsp; 2
Yellow Flowers &nbsp; 8
Red Flowers &nbsp; &nbsp; &nbsp; &nbsp;5 Op3:Pink Flowers &nbsp; &nbsp; &nbsp; 8
Blue Flowers &nbsp; &nbsp; &nbsp; 5
Yellow Flowers &nbsp; 7
Red Flowers &nbsp; &nbsp; &nbsp; &nbsp;2 Op4:Pink Flowers &nbsp; &nbsp; &nbsp; 2
Blue Flowers &nbsp; &nbsp; &nbsp; 7
Yellow Flowers&nbsp; &nbsp;5
Red Flowers &nbsp; &nbsp; &nbsp; &nbsp;8 ",Mathematics,Handling Data,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
335,Alfa Maths Pre Test Grade 2,Multiple Choice,Observe the pattern and tell the next.,Op1:1 balloon Op2:2 balloon Op3:3 balloon Op4:4 balloon ,Mathematics,Sequences,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
337,Alfa Maths Pre Test Grade 2,Multiple Choice,Observe the pattern and tell the next.,Op1:Circle Op2:Triangle Op3:Square Op4:None of these ,Mathematics,Sequences,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
339,Alfa Maths Pre Test Grade 2,Multiple Choice,Solve the puzzles,Op1:10 Op2:7 Op3:3 Op4:5 ,Mathematics,Puzzles and Problems,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
341,Alfa Maths Pre Test Grade 2,Multiple Choice,Solve the puzzles,Op1:8 Op2:7 Op3:21 Op4:3 ,Mathematics,Puzzles and Problems,,,Alfa Maths Pre Test Grade 2 (Maldives),Maldives,Grade2
343,Alfa Maths Pre Test Grade 1,Drag the Words,"Arrange the numbers in order
5 ##1##
7 ##2##
3 ##3##
2 ##4##
9 ##5##
6 ##6##
10 ##7##
8 ##8##
1 ##9##
4 ##10##",Op1:10 Op2:3 Op3:4 Op4:6 Op5:5 Op6:9 Op7:1 Op8:8 Op9:7 Op10:2 ,Mathematics,Number Systems,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
345,Alfa Maths Pre Test Grade 1,Multiple Choice,"Find the value of missing term(s) in following addition sentence.

3 + ? = 8",Op1:4 Op2:11 Op3:24 Op4:5 ,Mathematics,Addition,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
347,Alfa Maths Pre Test Grade 1,Multiple Choice,"The missing number is
7 – ? = 5",Op1:2 Op2:12 Op3:35 Op4:4 ,Mathematics,Subtraction,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
349,Alfa Maths Pre Test Grade 1,Multiple Choice,Saba Has Rf 20 and she buys 6 eggs for Rf 18. How much money left with her?,Op1:2 Op2:14 Op3:6 Op4:38 ,Mathematics,Money,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
351,Alfa Maths Pre Test Grade 1,Multiple Choice,Wrire the fraction for shaded part.,Op1:1/2 Op2:1/4 Op3:3/4 Op4:1/3 ,Mathematics,Fractions,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
353,Alfa Maths Pre Test Grade 1,Drag the Images,Match the given pictures with correct box.,Op1:Long Op2:Short ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
355,Alfa Maths Pre Test Grade 1,Multiple Choice,How Heavy?,Op1:6 Op2:5 Op3:1 Op4:2 ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
357,Alfa Maths Pre Test Grade 1,Drag the Images,Match the pictures with correct box.,Op1:More Op2:Less ,Mathematics,Measurement,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
359,Alfa Maths Pre Test Grade 1,Multiple Choice,Order the pictures,"Op1:1, 2, 3, 4, 5 Op2:5, 1, 4, 3, 2 Op3:3, 1, 4, 5, 2 Op4:3, 5, 2, 1, 4 ",Mathematics,Time,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
361,Alfa Maths Pre Test Grade 1,Drag the Images,Match the pictures with correct box,Op1:Cube Op2:Sphere Op3:Cone Op4:Cylinder ,Mathematics,3D Shapes,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
363,Alfa Maths Pre Test Grade 1,Drag the Images,Match 2D shapes with their Name labels,Op1:Circle Op2:Square Op3:Triangle ,Mathematics,2 D Shapes,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
